
ACE v2.6 

  instance
    name:DC-midori-xor4-d1-t0-r09-v128_c22
    args:/work/19330740_290/DC-midori-xor4-d1-t0-r09-v128_c22.xml -rr=true -rlog=false -npc=true

 ...Parsing /work/19330740_290/DC-midori-xor4-d1-t0-r09-v128_c22.xml

 ...Loading variables

 ...Loading constraints

  domains
    types:1  values:8,800  sizes:[2:4400]
  variables
    count:4,400  arrays:[]  degrees:[2:16,3:16,5:3520,6:448,42:128,47:128,78:128,257:16]
  constraints
    count:12,067  specific:12,067  postponable:2  arities:[2:144,3:4544,4:6848,8:528,32:1,144:2]
    objective:[SumSimpleGE,SumSimpleLE]
    non_unary:[STR0a-Table:12064,SumSimpleGE:1]
    tables:[2:144,5:4544,12:6848,52:528]  tuples:132,640
    extStructures:(12064,shared:0)
    wck:1.08  cpu:1.464  mem:704M643
  objective
    way:min  type:SumSimpleLE  arity:144  bounds:0..144

 ...Building solver

  solver
    decoder:Decoder1
    wck:1.26  cpu:1.625  mem:939M524

  preprocessing
    entailed:2  values:8,800  unsat:false
    wck:0.025  cpu:1.652  mem:939M524

  search
o 55   1.38  ham=0 (0 0)  opth=0
o 53   1.40  ham=142 (142 0)  opth=4
    run1  dpts:44..345  robin:PickOnDom-First  effs:32,655  asgs:(769,noefs=36,fails=50)  fails:50  wrgs:109  wck:0.23  ngds:7  sols:2  bound:53
    run2  dpts:113..127  robin:WdegOnDom-Last  effs:38,051  asgs:(227,noefs=67,fails=50)  fails:100  wrgs:173  wck:0.30  ngds:11  sols:2  bound:53
    run3  dpts:77..87  robin:FrbaOnDom-Rand  effs:54,042  asgs:(217,noefs=1,fails=52)  fails:152  wrgs:274  wck:0.39  ngds:16  sols:2  bound:53
    run4  dpts:44..55  robin:Wdeg-First  effs:82,665  asgs:(187,noefs=16,fails=55)  fails:207  wrgs:378  wck:0.52  ngds:20  sols:2  bound:53
    run5  dpts:400..432  robin:PickOnDom-Last  effs:87,319  asgs:(535,noefs=369,fails=57)  fails:264  wrgs:457  wck:0.57  ngds:30  sols:2  bound:53
    run6  dpts:72..83  robin:WdegOnDom-Rand  effs:104,709  asgs:(238,noefs=0,fails=60)  fails:324  wrgs:579  wck:0.67  ngds:33  sols:2  bound:53
    run7  dpts:41..69  robin:FrbaOnDom-First  effs:134,115  asgs:(209,noefs=15,fails=63)  fails:387  wrgs:690  wck:0.79  ngds:42  sols:2  bound:53
    run8  dpts:53..73  robin:Wdeg-Last  effs:143,977  asgs:(198,noefs=4,fails=67)  fails:454  wrgs:768  wck:0.87  ngds:46  sols:2  bound:53
    run9  dpts:130..141  robin:PickOnDom-Rand  effs:155,650  asgs:(315,noefs=44,fails=70)  fails:524  wrgs:895  wck:0.94  ngds:51  sols:2  bound:53
o 18   2.26  ham=2192 (2192 0)  opth=67
o 10   2.26  ham=385 (385 0)  opth=10
o 9   2.27  ham=35 (35 0)  opth=3
    run10  dpts:33..61  robin:WdegOnDom-First  effs:216,288  asgs:(261,noefs=1,fails=73)  fails:597  wrgs:1,060  wck:1.31  ngds:53  sols:5  bound:9
    run11  dpts:10..40  robin:FrbaOnDom-Last  effs:217,204  asgs:(124,noefs=18,fails=50)  fails:647  wrgs:1,115  wck:1.34  ngds:68  sols:5  bound:9
    run12  dpts:8..36  robin:Wdeg-Rand  effs:228,592  asgs:(179,noefs=1,fails=52)  fails:699  wrgs:1,229  wck:1.44  ngds:70  sols:5  bound:9
    run13  dpts:31..44  robin:PickOnDom-First  effs:290,604  asgs:(199,noefs=2,fails=55)  fails:754  wrgs:1,362  wck:1.77  ngds:72  sols:5  bound:9
 ...Starting SOS
    run14  dpts:40..60  robin:WdegOnDom-Last  effs:325,286  asgs:(244,noefs=0,fails=57)  fails:811  wrgs:1,534  wck:2.01  ngds:74  sols:5  bound:9
    run15  dpts:40..56  robin:FrbaOnDom-Rand  effs:361,879  asgs:(198,noefs=22,fails=60)  fails:871  wrgs:1,648  wck:2.22  ngds:79  sols:5  bound:9
    run16  dpts:32..46  robin:Wdeg-First  effs:413,411  asgs:(205,noefs=0,fails=63)  fails:934  wrgs:1,769  wck:2.50  ngds:86  sols:5  bound:9
    run17  dpts:26..41  robin:PickOnDom-Last  effs:453,732  asgs:(255,noefs=2,fails=67)  fails:1,001  wrgs:1,944  wck:2.77  ngds:89  sols:5  bound:9
    run18  dpts:40..59  robin:WdegOnDom-Rand  effs:538,202  asgs:(346,noefs=0,fails=70)  fails:1,071  wrgs:2,201  wck:3.38  ngds:91  sols:5  bound:9
    run19  dpts:33..57  robin:FrbaOnDom-First  effs:585,434  asgs:(267,noefs=46,fails=73)  fails:1,144  wrgs:2,380  wck:3.79  ngds:94  sols:5  bound:9
    run20  dpts:29..41  robin:Wdeg-Last  effs:637,703  asgs:(261,noefs=0,fails=77)  fails:1,221  wrgs:2,556  wck:4.12  ngds:97  sols:5  bound:9
    run21  dpts:23..38  robin:PickOnDom-Rand  effs:680,123  asgs:(250,noefs=1,fails=81)  fails:1,302  wrgs:2,728  wck:4.39  ngds:103  sols:5  bound:9
    run22  dpts:26..55  robin:WdegOnDom-First  effs:740,957  asgs:(404,noefs=0,fails=85)  fails:1,387  wrgs:3,072  wck:4.77  ngds:105  sols:5  bound:9
    run23  dpts:79..949  robin:FrbaOnDom-Last  effs:778,790  asgs:(1092,noefs=116,fails=89)  fails:1,476  wrgs:3,257  wck:5.03  ngds:110  sols:5  bound:9
    run24  dpts:25..40  robin:Wdeg-Rand  effs:833,428  asgs:(316,noefs=0,fails=94)  fails:1,570  wrgs:3,483  wck:5.42  ngds:113  sols:5  bound:9
    run25  dpts:19..38  robin:PickOnDom-First  effs:883,977  asgs:(330,noefs=2,fails=98)  fails:1,668  wrgs:3,720  wck:5.75  ngds:116  sols:5  bound:9
    run26  dpts:38..53  robin:WdegOnDom-Last  effs:979,706  asgs:(335,noefs=0,fails=103)  fails:1,771  wrgs:3,959  wck:6.51  ngds:120  sols:5  bound:9
    run58  dpts:34..59  robin:WdegOnDom-First  effs:5,208,983  asgs:(1862,noefs=0,fails=495)  fails:9,975  wrgs:25,460  wck:36.5  ngds:262  sols:5  bound:9
    run59  dpts:42..82  robin:FrbaOnDom-Last  effs:5,588,610  asgs:(1537,noefs=210,fails=520)  fails:10,495  wrgs:26,682  wck:38.3  ngds:266  sols:5  bound:9
    run60  dpts:19..39  robin:Wdeg-Rand  effs:5,852,083  asgs:(1788,noefs=0,fails=546)  fails:11,041  wrgs:28,006  wck:39.8  ngds:269  sols:5  bound:9
    run61  dpts:19..40  robin:PickOnDom-First  effs:6,042,195  asgs:(1721,noefs=1,fails=573)  fails:11,614  wrgs:29,305  wck:41.3  ngds:273  sols:5  bound:9
    run62  dpts:32..61  robin:WdegOnDom-Last  effs:6,473,416  asgs:(2732,noefs=0,fails=602)  fails:12,216  wrgs:31,658  wck:44.6  ngds:276  sols:5  bound:9
    run63  dpts:49..91  robin:FrbaOnDom-Rand  effs:6,761,031  asgs:(1620,noefs=173,fails=632)  fails:12,848  wrgs:32,810  wck:46.8  ngds:279  sols:5  bound:9
    run64  dpts:7..33  robin:Wdeg-First  effs:7,101,208  asgs:(2468,noefs=0,fails=663)  fails:13,511  wrgs:34,695  wck:49.2  ngds:285  sols:5  bound:9
    run65  dpts:16..44  robin:PickOnDom-Last  effs:7,392,490  asgs:(2242,noefs=1,fails=696)  fails:14,207  wrgs:36,411  wck:51.2  ngds:289  sols:5  bound:9
    run66  dpts:36..61  robin:WdegOnDom-Rand  effs:7,758,894  asgs:(2452,noefs=0,fails=731)  fails:14,938  wrgs:38,460  wck:54.3  ngds:293  sols:5  bound:9
    run67  dpts:48..128  robin:FrbaOnDom-First  effs:8,070,299  asgs:(2106,noefs=269,fails=768)  fails:15,706  wrgs:40,019  wck:57.0  ngds:310  sols:5  bound:9
    run68  dpts:8..33  robin:Wdeg-Last  effs:8,260,037  asgs:(2767,noefs=0,fails=806)  fails:16,512  wrgs:42,137  wck:58.3  ngds:315  sols:5  bound:9
    run69  dpts:16..40  robin:PickOnDom-Rand  effs:8,480,360  asgs:(2672,noefs=1,fails=847)  fails:17,359  wrgs:44,194  wck:60.2  ngds:321  sols:5  bound:9
 ...resetting heuristics data (nValues:8,800 - nSingletons:0 - nEntailed:1)
    run70  dpts:21..54  robin:WdegOnDom-First  effs:8,742,172  asgs:(2943,noefs=16,fails=889)  fails:18,248  wrgs:46,575  wck:61.9  ngds:328  sols:5  bound:9
    run71  dpts:23..59  robin:FrbaOnDom-Last  effs:9,038,791  asgs:(2632,noefs=152,fails=933)  fails:19,181  wrgs:48,579  wck:64.0  ngds:333  sols:5  bound:9
    run72  dpts:19..41  robin:Wdeg-Rand  effs:9,251,456  asgs:(3049,noefs=17,fails=980)  fails:20,161  wrgs:50,835  wck:65.3  ngds:339  sols:5  bound:9
    run73  dpts:17..39  robin:PickOnDom-First  effs:9,462,115  asgs:(3303,noefs=16,fails=1029)  fails:21,190  wrgs:53,387  wck:66.6  ngds:345  sols:5  bound:9
    run74  dpts:35..63  robin:WdegOnDom-Last  effs:10,140,899  asgs:(4236,noefs=0,fails=1081)  fails:22,271  wrgs:56,902  wck:71.6  ngds:350  sols:5  bound:9
    run75  dpts:24..72  robin:FrbaOnDom-Rand  effs:10,434,926  asgs:(3207,noefs=273,fails=1135)  fails:23,406  wrgs:59,317  wck:74.0  ngds:358  sols:5  bound:9
    run76  dpts:10..35  robin:Wdeg-First  effs:10,724,494  asgs:(3917,noefs=5,fails=1191)  fails:24,597  wrgs:62,246  wck:76.2  ngds:362  sols:5  bound:9
    run77  dpts:17..50  robin:PickOnDom-Last  effs:11,285,029  asgs:(4182,noefs=0,fails=1251)  fails:25,848  wrgs:65,494  wck:79.5  ngds:365  sols:5  bound:9
    run78  dpts:32..59  robin:WdegOnDom-Rand  effs:12,052,521  asgs:(4625,noefs=0,fails=1314)  fails:27,162  wrgs:69,350  wck:85.3  ngds:371  sols:5  bound:9
    run79  dpts:26..129  robin:FrbaOnDom-First  effs:12,624,180  asgs:(4010,noefs=548,fails=1379)  fails:28,541  wrgs:72,480  wck:90.3  ngds:373  sols:5  bound:9
    run80  dpts:9..31  robin:Wdeg-Last  effs:12,988,833  asgs:(4645,noefs=4,fails=1448)  fails:29,989  wrgs:75,921  wck:93.0  ngds:379  sols:5  bound:9
    run81  dpts:17..45  robin:PickOnDom-Rand  effs:13,465,660  asgs:(5266,noefs=10,fails=1521)  fails:31,510  wrgs:80,116  wck:96.6  ngds:383  sols:5  bound:9
    run82  dpts:33..61  robin:WdegOnDom-First  effs:14,364,361  asgs:(6582,noefs=0,fails=1597)  fails:33,107  wrgs:85,662  wck:102.8  ngds:387  sols:5  bound:9
    run83  dpts:59..282  robin:FrbaOnDom-Last  effs:14,749,373  asgs:(4903,noefs=446,fails=1677)  fails:34,784  wrgs:89,450  wck:105.1  ngds:391  sols:5  bound:9
    run84  dpts:5..38  robin:Wdeg-Rand  effs:15,335,526  asgs:(6424,noefs=16,fails=1761)  fails:36,545  wrgs:94,399  wck:108.6  ngds:395  sols:5  bound:9
    run85  dpts:15..48  robin:PickOnDom-First  effs:16,091,859  asgs:(6198,noefs=1,fails=1849)  fails:38,394  wrgs:99,292  wck:113.4  ngds:401  sols:5  bound:9
    run86  dpts:25..57  robin:WdegOnDom-Last  effs:17,074,782  asgs:(6932,noefs=0,fails=1941)  fails:40,335  wrgs:105,241  wck:120.4  ngds:405  sols:5  bound:9
    run87  dpts:27..311  robin:FrbaOnDom-Rand  effs:17,941,243  asgs:(5699,noefs=731,fails=2038)  fails:42,373  wrgs:109,865  wck:126.6  ngds:415  sols:5  bound:9
    run88  dpts:9..43  robin:Wdeg-First  effs:18,562,166  asgs:(7198,noefs=0,fails=2140)  fails:44,513  wrgs:115,407  wck:130.5  ngds:426  sols:5  bound:9
    run89  dpts:18..47  robin:PickOnDom-Last  effs:19,397,676  asgs:(7449,noefs=1,fails=2247)  fails:46,760  wrgs:121,252  wck:135.6  ngds:432  sols:5  bound:9
    run90  dpts:33..62  robin:WdegOnDom-Rand  effs:20,852,690  asgs:(8227,noefs=0,fails=2360)  fails:49,120  wrgs:128,004  wck:145.3  ngds:436  sols:5  bound:9
 ...resetting restart cutoff to 55
    run91  dpts:40..51  robin:FrbaOnDom-First  effs:20,891,888  asgs:(181,noefs=32,fails=55)  fails:49,175  wrgs:128,106  wck:145.6  ngds:439  sols:5  bound:9
    run92  dpts:12..29  robin:Wdeg-Last  effs:20,913,854  asgs:(246,noefs=0,fails=57)  fails:49,232  wrgs:128,292  wck:145.7  ngds:442  sols:5  bound:9
    run93  dpts:31..44  robin:PickOnDom-Rand  effs:20,951,063  asgs:(263,noefs=0,fails=60)  fails:49,292  wrgs:128,475  wck:145.9  ngds:446  sols:5  bound:9
    run94  dpts:49..60  robin:WdegOnDom-First  effs:20,993,163  asgs:(244,noefs=0,fails=63)  fails:49,355  wrgs:128,638  wck:146.3  ngds:448  sols:5  bound:9
    run95  dpts:34..49  robin:FrbaOnDom-Last  effs:21,033,804  asgs:(227,noefs=26,fails=66)  fails:49,421  wrgs:128,784  wck:146.5  ngds:451  sols:5  bound:9
    run96  dpts:11..24  robin:Wdeg-Rand  effs:21,052,850  asgs:(247,noefs=0,fails=70)  fails:49,491  wrgs:128,965  wck:146.6  ngds:454  sols:5  bound:9
    run97  dpts:28..42  robin:PickOnDom-First  effs:21,100,074  asgs:(325,noefs=0,fails=73)  fails:49,564  wrgs:129,204  wck:146.9  ngds:457  sols:5  bound:9
    run98  dpts:42..63  robin:WdegOnDom-Last  effs:21,185,570  asgs:(328,noefs=0,fails=77)  fails:49,641  wrgs:129,446  wck:147.3  ngds:460  sols:5  bound:9
    run99  dpts:32..49  robin:FrbaOnDom-Rand  effs:21,218,168  asgs:(258,noefs=37,fails=81)  fails:49,722  wrgs:129,622  wck:147.6  ngds:464  sols:5  bound:9
 ...resetting heuristics data (nValues:8,800 - nSingletons:0 - nEntailed:1)
    run100  dpts:19..40  robin:Wdeg-First  effs:21,239,791  asgs:(340,noefs=17,fails=85)  fails:49,807  wrgs:129,878  wck:147.7  ngds:468  sols:5  bound:9
    run101  dpts:16..46  robin:PickOnDom-Last  effs:21,285,267  asgs:(368,noefs=16,fails=89)  fails:49,896  wrgs:130,161  wck:148.0  ngds:472  sols:5  bound:9
    run102  dpts:22..56  robin:WdegOnDom-Rand  effs:21,318,951  asgs:(401,noefs=15,fails=94)  fails:49,990  wrgs:130,471  wck:148.2  ngds:476  sols:5  bound:9
    run103  dpts:26..52  robin:FrbaOnDom-First  effs:21,360,866  asgs:(368,noefs=55,fails=98)  fails:50,088  wrgs:130,757  wck:148.5  ngds:479  sols:5  bound:9
    run104  dpts:21..43  robin:Wdeg-Last  effs:21,408,162  asgs:(429,noefs=1,fails=103)  fails:50,191  wrgs:131,091  wck:148.8  ngds:483  sols:5  bound:9
    run105  dpts:26..44  robin:PickOnDom-Rand  effs:21,480,150  asgs:(362,noefs=1,fails=108)  fails:50,299  wrgs:131,352  wck:149.2  ngds:485  sols:5  bound:9
    run106  dpts:35..63  robin:WdegOnDom-First  effs:21,558,377  asgs:(442,noefs=0,fails=114)  fails:50,413  wrgs:131,682  wck:149.7  ngds:487  sols:5  bound:9
    run107  dpts:35..91  robin:FrbaOnDom-Last  effs:21,643,505  asgs:(384,noefs=92,fails=120)  fails:50,533  wrgs:131,965  wck:150.3  ngds:491  sols:5  bound:9
    run108  dpts:21..39  robin:Wdeg-Rand  effs:21,682,000  asgs:(408,noefs=1,fails=126)  fails:50,659  wrgs:132,253  wck:150.5  ngds:496  sols:5  bound:9
    run109  dpts:23..37  robin:PickOnDom-First  effs:21,743,630  asgs:(420,noefs=2,fails=132)  fails:50,791  wrgs:132,548  wck:150.9  ngds:498  sols:5  bound:9
    run110  dpts:38..56  robin:WdegOnDom-Last  effs:21,845,080  asgs:(513,noefs=0,fails=138)  fails:50,929  wrgs:132,942  wck:151.6  ngds:502  sols:5  bound:9
