instance_id,family,model,data,run,status,objective,wctime,cputime,maxrss,timeout,memout,reason_code,error,log
2008_debruijn_binary_debruijn_binary_03_06,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/03_06.dzn,KAT f2b89728 dirty portfolio-v3 1200s,TO,,1182.829,1193.37,3394568,true,,timeout_signal,terminated_by_signal,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834363-6-2008_debruijn_binary_debruijn_binary_03_06/output.log
2008_debruijn_binary_debruijn_binary_03_06,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/03_06.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833602-6-2008_debruijn_binary_debruijn_binary_03_06/output.log
2008_debruijn_binary_debruijn_binary_03_07,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/03_07.dzn,KAT f2b89728 dirty portfolio-v3 1200s,NO_ROW,,,,,,,no_row_file,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834364-7-2008_debruijn_binary_debruijn_binary_03_07/output.log
2008_debruijn_binary_debruijn_binary_03_07,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/03_07.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833603-7-2008_debruijn_binary_debruijn_binary_03_07/output.log
2008_debruijn_binary_debruijn_binary_03_08,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/03_08.dzn,KAT f2b89728 dirty portfolio-v3 1200s,TO,,1199.985,1194.35,62408,true,,timeout_signal,terminated_by_signal,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834365-8-2008_debruijn_binary_debruijn_binary_03_08/output.log
2008_debruijn_binary_debruijn_binary_03_08,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/03_08.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833604-8-2008_debruijn_binary_debruijn_binary_03_08/output.log
2008_debruijn_binary_debruijn_binary_04_06,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/04_06.dzn,KAT f2b89728 dirty portfolio-v3 1200s,EMPTY,,635.362,632.494,16311072,,,empty_row,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834366-9-2008_debruijn_binary_debruijn_binary_04_06/output.log
2008_debruijn_binary_debruijn_binary_04_06,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/04_06.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833605-9-2008_debruijn_binary_debruijn_binary_04_06/output.log
2008_debruijn_binary_debruijn_binary_04_07,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/04_07.dzn,KAT f2b89728 dirty portfolio-v3 1200s,TO,,1199.990,1194.59,88940,true,,timeout_signal,terminated_by_signal,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834367-10-2008_debruijn_binary_debruijn_binary_04_07/output.log
2008_debruijn_binary_debruijn_binary_04_07,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/04_07.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833606-10-2008_debruijn_binary_debruijn_binary_04_07/output.log
2008_debruijn_binary_debruijn_binary_04_08,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/04_08.dzn,KAT f2b89728 dirty portfolio-v3 1200s,TO,,1199.990,1194.72,362896,true,,timeout_signal,terminated_by_signal,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834368-11-2008_debruijn_binary_debruijn_binary_04_08/output.log
2008_debruijn_binary_debruijn_binary_04_08,2008/debruijn_binary,2008/debruijn_binary/debruijn_binary.mzn,2008/debruijn_binary/04_08.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833607-11-2008_debruijn_binary_debruijn_binary_04_08/output.log
2008_nmseq_nmseq_020,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/020.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,0.955,1.23662,612144,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834369-12-2008_nmseq_nmseq_020/output.log
2008_nmseq_nmseq_020,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/020.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,0,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833608-12-2008_nmseq_nmseq_020/output.log
2008_nmseq_nmseq_040,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/040.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,1.921,2.29961,645628,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834370-13-2008_nmseq_nmseq_040/output.log
2008_nmseq_nmseq_040,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/040.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,0,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833609-13-2008_nmseq_nmseq_040/output.log
2008_nmseq_nmseq_060,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/060.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,4.193,4.76448,778080,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834371-14-2008_nmseq_nmseq_060/output.log
2008_nmseq_nmseq_060,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/060.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,0,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833610-14-2008_nmseq_nmseq_060/output.log
2008_nmseq_nmseq_080,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/080.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,3.530,4.39599,826108,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834372-15-2008_nmseq_nmseq_080/output.log
2008_nmseq_nmseq_080,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/080.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833611-15-2008_nmseq_nmseq_080/output.log
2008_nmseq_nmseq_100,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/100.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,26.398,27.4246,834460,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834373-16-2008_nmseq_nmseq_100/output.log
2008_nmseq_nmseq_100,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/100.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833612-16-2008_nmseq_nmseq_100/output.log
2008_nmseq_nmseq_150,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/150.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,338.413,340.274,2355564,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834374-17-2008_nmseq_nmseq_150/output.log
2008_nmseq_nmseq_150,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/150.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833613-17-2008_nmseq_nmseq_150/output.log
2008_nmseq_nmseq_200,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/200.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,379.360,385.44,6448592,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834375-18-2008_nmseq_nmseq_200/output.log
2008_nmseq_nmseq_200,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/200.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,0,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833614-18-2008_nmseq_nmseq_200/output.log
2008_nmseq_nmseq_300,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/300.dzn,KAT f2b89728 dirty portfolio-v3 1200s,EMPTY,,316.307,314.839,16315216,,,empty_row,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834376-19-2008_nmseq_nmseq_300/output.log
2008_nmseq_nmseq_300,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/300.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,0,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833615-19-2008_nmseq_nmseq_300/output.log
2008_nmseq_nmseq_400,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/400.dzn,KAT f2b89728 dirty portfolio-v3 1200s,EMPTY,,97.7968,97.3953,16318904,,,empty_row,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834377-20-2008_nmseq_nmseq_400/output.log
2008_nmseq_nmseq_400,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/400.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833616-20-2008_nmseq_nmseq_400/output.log
2008_nmseq_nmseq_500,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/500.dzn,KAT f2b89728 dirty portfolio-v3 1200s,EMPTY,,154.389,153.761,16314776,,,empty_row,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834378-21-2008_nmseq_nmseq_500/output.log
2008_nmseq_nmseq_500,2008/nmseq,2008/nmseq/nmseq.mzn,2008/nmseq/500.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833617-21-2008_nmseq_nmseq_500/output.log
2008_pentominoes-int_pentominoes-int_01,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/01.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,0.008,0.022056,4896,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834379-22-2008_pentominoes-int_pentominoes-int_01/output.log
2008_pentominoes-int_pentominoes-int_01,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/01.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833618-22-2008_pentominoes-int_pentominoes-int_01/output.log
2008_pentominoes-int_pentominoes-int_02,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/02.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,26.744,26.7231,72864,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834380-23-2008_pentominoes-int_pentominoes-int_02/output.log
2008_pentominoes-int_pentominoes-int_02,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/02.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833619-23-2008_pentominoes-int_pentominoes-int_02/output.log
2008_pentominoes-int_pentominoes-int_03,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/03.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,0.079,0.122873,13156,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834381-24-2008_pentominoes-int_pentominoes-int_03/output.log
2008_pentominoes-int_pentominoes-int_03,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/03.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833620-24-2008_pentominoes-int_pentominoes-int_03/output.log
2008_pentominoes-int_pentominoes-int_04,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/04.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,19.997,21.1342,808904,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834382-25-2008_pentominoes-int_pentominoes-int_04/output.log
2008_pentominoes-int_pentominoes-int_04,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/04.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833621-25-2008_pentominoes-int_pentominoes-int_04/output.log
2008_pentominoes-int_pentominoes-int_05,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/05.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,214.664,213.661,119060,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834383-26-2008_pentominoes-int_pentominoes-int_05/output.log
2008_pentominoes-int_pentominoes-int_05,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/05.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833622-26-2008_pentominoes-int_pentominoes-int_05/output.log
2008_pentominoes-int_pentominoes-int_06,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/06.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,807.725,802.781,148696,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834384-27-2008_pentominoes-int_pentominoes-int_06/output.log
2008_pentominoes-int_pentominoes-int_06,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/06.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833623-27-2008_pentominoes-int_pentominoes-int_06/output.log
2008_pentominoes-int_pentominoes-int_07,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/07.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,338.309,336.593,133692,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834385-28-2008_pentominoes-int_pentominoes-int_07/output.log
2008_pentominoes-int_pentominoes-int_07,2008/pentominoes-int,2008/pentominoes-int/pentominoes-int.mzn,2008/pentominoes-int/07.dzn,OR-Tools b21a132690 dirty 1200s,ERR,,1,,,false,false,runner_error,"Error: type error: no function or predicate with this signature found: `int_search(array[int] of var int,string,string,string)'",docs/logs/minizinc/ortools-b21a132690-1200s-gr10497/runsolver/runsolver-ortools-mznchallenge-all-1200s-20260620-b21a132690-dirty-q10497-full1801-20833624-28-2008_pentominoes-int_pentominoes-int_07/output.log
2008_quasigroup7_quasigroup7_05,2008/quasigroup7,2008/quasigroup7/quasigroup7.mzn,2008/quasigroup7/05.dzn,KAT f2b89728 dirty portfolio-v3 1200s,SAT,,0.014,0.042228,5240,,,,,docs/logs/minizinc/kat-f2b89728-portfolio-v3-1200s-gr10609/runsolver/runsolver-kat-mznchallenge-all-1200s-20260620-f2b89728-dirty-mznfull10609-full1801-20834386-29-2008_quasigroup7_quasigroup7_05/output.log
