19875378_44.batch|19875479.batch|batch|COMPLETED|0:0|00:02:36
19875378_44.extern|19875479.extern|extern|COMPLETED|0:0|00:02:36
19875378_45|19875480|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:06:23
19875378_45.batch|19875480.batch|batch|COMPLETED|0:0|00:06:23
19875378_45.extern|19875480.extern|extern|COMPLETED|0:0|00:06:23
19875378_46|19875483|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:06:52
19875378_46.batch|19875483.batch|batch|OUT_OF_MEMORY|0:125|00:06:52
19875378_46.extern|19875483.extern|extern|OUT_OF_MEMORY|0:125|00:06:52
19875378_47|19875484|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:05:38
19875378_47.batch|19875484.batch|batch|OUT_OF_MEMORY|0:125|00:05:38
19875378_47.extern|19875484.extern|extern|OUT_OF_MEMORY|0:125|00:05:38
19875378_48|19875485|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:04:59
19875378_48.batch|19875485.batch|batch|OUT_OF_MEMORY|0:125|00:04:59
19875378_48.extern|19875485.extern|extern|OUT_OF_MEMORY|0:125|00:04:59
19875378_49|19875486|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:13:21
19875378_49.batch|19875486.batch|batch|COMPLETED|0:0|00:13:21
19875378_49.extern|19875486.extern|extern|COMPLETED|0:0|00:13:21
19875378_50|19875503|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:05:47
19875378_50.batch|19875503.batch|batch|OUT_OF_MEMORY|0:125|00:05:47
19875378_50.extern|19875503.extern|extern|OUT_OF_MEMORY|0:125|00:05:47
19875378_51|19875506|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:06
19875378_51.batch|19875506.batch|batch|COMPLETED|0:0|00:30:06
19875378_51.extern|19875506.extern|extern|COMPLETED|0:0|00:30:07
19875378_52|19875514|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:00:31
19875378_52.batch|19875514.batch|batch|COMPLETED|0:0|00:00:31
19875378_52.extern|19875514.extern|extern|COMPLETED|0:0|00:00:31
19875378_53|19875515|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:01:05
19875378_53.batch|19875515.batch|batch|COMPLETED|0:0|00:01:05
19875378_53.extern|19875515.extern|extern|COMPLETED|0:0|00:01:05
19875378_54|19875516|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:01:18
19875378_54.batch|19875516.batch|batch|COMPLETED|0:0|00:01:18
19875378_54.extern|19875516.extern|extern|COMPLETED|0:0|00:01:18
19875378_55|19875517|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:16:24
19875378_55.batch|19875517.batch|batch|OUT_OF_MEMORY|0:125|00:16:24
19875378_55.extern|19875517.extern|extern|OUT_OF_MEMORY|0:125|00:16:24
19875378_56|19875519|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:03:14
19875378_56.batch|19875519.batch|batch|OUT_OF_MEMORY|0:125|00:03:14
19875378_56.extern|19875519.extern|extern|OUT_OF_MEMORY|0:125|00:03:14
19875378_57|19875522|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:09:13
19875378_57.batch|19875522.batch|batch|OUT_OF_MEMORY|0:125|00:09:13
19875378_57.extern|19875522.extern|extern|OUT_OF_MEMORY|0:125|00:09:13
19875378_58|19875523|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:12:25
19875378_58.batch|19875523.batch|batch|OUT_OF_MEMORY|0:125|00:12:25
19875378_58.extern|19875523.extern|extern|OUT_OF_MEMORY|0:125|00:12:25
19875378_59|19875524|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:04:42
19875378_59.batch|19875524.batch|batch|OUT_OF_MEMORY|0:125|00:04:42
19875378_59.extern|19875524.extern|extern|OUT_OF_MEMORY|0:125|00:04:42
19875378_60|19875531|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:02:56
19875378_60.batch|19875531.batch|batch|OUT_OF_MEMORY|0:125|00:02:56
19875378_60.extern|19875531.extern|extern|OUT_OF_MEMORY|0:125|00:02:56
19875378_61|19875545|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:05:28
19875378_61.batch|19875545.batch|batch|OUT_OF_MEMORY|0:125|00:05:28
19875378_61.extern|19875545.extern|extern|OUT_OF_MEMORY|0:125|00:05:28
19875378_62|19875550|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:02:47
19875378_62.batch|19875550.batch|batch|OUT_OF_MEMORY|0:125|00:02:47
19875378_62.extern|19875550.extern|extern|OUT_OF_MEMORY|0:125|00:02:47
19875378_63|19875552|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:03:40
19875378_63.batch|19875552.batch|batch|OUT_OF_MEMORY|0:125|00:03:40
19875378_63.extern|19875552.extern|extern|OUT_OF_MEMORY|0:125|00:03:40
19875378_64|19875554|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_64.batch|19875554.batch|batch|COMPLETED|0:0|00:30:04
19875378_64.extern|19875554.extern|extern|COMPLETED|0:0|00:30:04
19875378_65|19875558|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_65.batch|19875558.batch|batch|COMPLETED|0:0|00:30:04
19875378_65.extern|19875558.extern|extern|COMPLETED|0:0|00:30:04
19875378_66|19875565|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:01:30
19875378_66.batch|19875565.batch|batch|COMPLETED|0:0|00:01:30
19875378_66.extern|19875565.extern|extern|COMPLETED|0:0|00:01:30
19875378_67|19875590|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_67.batch|19875590.batch|batch|COMPLETED|0:0|00:30:04
19875378_67.extern|19875590.extern|extern|COMPLETED|0:0|00:30:04
19875378_68|19875594|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:06
19875378_68.batch|19875594.batch|batch|COMPLETED|0:0|00:30:06
19875378_68.extern|19875594.extern|extern|COMPLETED|0:0|00:30:06
19875378_69|19875595|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:03:47
19875378_69.batch|19875595.batch|batch|OUT_OF_MEMORY|0:125|00:03:47
19875378_69.extern|19875595.extern|extern|OUT_OF_MEMORY|0:125|00:03:47
19875378_70|19875629|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:01:03
19875378_70.batch|19875629.batch|batch|COMPLETED|0:0|00:01:03
19875378_70.extern|19875629.extern|extern|COMPLETED|0:0|00:01:03
19875378_71|19875630|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:03:01
19875378_71.batch|19875630.batch|batch|OUT_OF_MEMORY|0:125|00:03:01
19875378_71.extern|19875630.extern|extern|OUT_OF_MEMORY|0:125|00:03:01
19875378_72|19875631|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:02:36
19875378_72.batch|19875631.batch|batch|OUT_OF_MEMORY|0:125|00:02:36
19875378_72.extern|19875631.extern|extern|OUT_OF_MEMORY|0:125|00:02:36
19875378_73|19875638|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:03:22
19875378_73.batch|19875638.batch|batch|OUT_OF_MEMORY|0:125|00:03:22
19875378_73.extern|19875638.extern|extern|OUT_OF_MEMORY|0:125|00:03:22
19875378_74|19875640|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:00:37
19875378_74.batch|19875640.batch|batch|COMPLETED|0:0|00:00:37
19875378_74.extern|19875640.extern|extern|COMPLETED|0:0|00:00:37
19875378_75|19875645|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:03:14
19875378_75.batch|19875645.batch|batch|OUT_OF_MEMORY|0:125|00:03:14
19875378_75.extern|19875645.extern|extern|OUT_OF_MEMORY|0:125|00:03:14
19875378_76|19875649|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_76.batch|19875649.batch|batch|COMPLETED|0:0|00:30:04
19875378_76.extern|19875649.extern|extern|COMPLETED|0:0|00:30:04
19875378_77|19875651|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:05
19875378_77.batch|19875651.batch|batch|COMPLETED|0:0|00:30:05
19875378_77.extern|19875651.extern|extern|COMPLETED|0:0|00:30:05
19875378_78|19875654|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:02:58
19875378_78.batch|19875654.batch|batch|OUT_OF_MEMORY|0:125|00:02:58
19875378_78.extern|19875654.extern|extern|OUT_OF_MEMORY|0:125|00:02:58
19875378_79|19875658|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:05
19875378_79.batch|19875658.batch|batch|COMPLETED|0:0|00:30:05
19875378_79.extern|19875658.extern|extern|COMPLETED|0:0|00:30:05
19875378_80|19875660|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:02:31
19875378_80.batch|19875660.batch|batch|COMPLETED|0:0|00:02:31
19875378_80.extern|19875660.extern|extern|COMPLETED|0:0|00:02:31
19875378_81|19875661|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:03
19875378_81.batch|19875661.batch|batch|COMPLETED|0:0|00:30:03
19875378_81.extern|19875661.extern|extern|COMPLETED|0:0|00:30:03
19875378_82|19875663|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:14:49
19875378_82.batch|19875663.batch|batch|OUT_OF_MEMORY|0:125|00:14:49
19875378_82.extern|19875663.extern|extern|OUT_OF_MEMORY|0:125|00:14:49
19875378_83|19875679|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:18:02
19875378_83.batch|19875679.batch|batch|COMPLETED|0:0|00:18:02
19875378_83.extern|19875679.extern|extern|COMPLETED|0:0|00:18:02
19875378_84|19875680|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_84.batch|19875680.batch|batch|COMPLETED|0:0|00:30:04
19875378_84.extern|19875680.extern|extern|COMPLETED|0:0|00:30:04
19875378_85|19875681|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:18:44
19875378_85.batch|19875681.batch|batch|COMPLETED|0:0|00:18:44
19875378_85.extern|19875681.extern|extern|COMPLETED|0:0|00:18:44
19875378_86|19875686|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:05
19875378_86.batch|19875686.batch|batch|COMPLETED|0:0|00:30:05
19875378_86.extern|19875686.extern|extern|COMPLETED|0:0|00:30:05
19875378_87|19875688|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:09:45
19875378_87.batch|19875688.batch|batch|COMPLETED|0:0|00:09:45
19875378_87.extern|19875688.extern|extern|COMPLETED|0:0|00:09:45
19875378_88|19875689|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:05
19875378_88.batch|19875689.batch|batch|COMPLETED|0:0|00:30:05
19875378_88.extern|19875689.extern|extern|COMPLETED|0:0|00:30:05
19875378_89|19875739|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:03
19875378_89.batch|19875739.batch|batch|COMPLETED|0:0|00:30:03
19875378_89.extern|19875739.extern|extern|COMPLETED|0:0|00:30:03
19875378_90|19875756|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:28:54
19875378_90.batch|19875756.batch|batch|COMPLETED|0:0|00:28:54
19875378_90.extern|19875756.extern|extern|COMPLETED|0:0|00:28:54
19875378_91|19875757|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:06
19875378_91.batch|19875757.batch|batch|COMPLETED|0:0|00:30:06
19875378_91.extern|19875757.extern|extern|COMPLETED|0:0|00:30:06
19875378_92|19875765|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_92.batch|19875765.batch|batch|COMPLETED|0:0|00:30:04
19875378_92.extern|19875765.extern|extern|COMPLETED|0:0|00:30:04
