instance_id,instance,sense,issue,detail
46,competition/2022-2025/COP22to25/AircraftLanding-table-airland10_c22.xml.lzma,minimize,incumbent_beats_optimum,optimum=29650057; 1d1a452a-log-scop=16174373; 31b6e7a3-scip-rerun1=5952221; 31b6e7a3-scip-log-scop-rerun2=16174373; 9c976720-scip-log-scop-dynamic=16174373; 9c976720-scip-direct-order-dynamic=6512655; bd3c9f7d-scip-log-scop-dynamic=16174373; 835f8aaf-scip-log-scop-dynamic=9007852; 10c9c43b-dirty-log-scop-dadda-norootlp=9729878; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=9262957; a5249e5b-log-scop-autobdd-norootlp=9262957; f85951b8-log-scop-autobdd-norootlp=9262957; 1173b3f4-scip-direct-order-extge-eager-dynwatch=26571193; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=29639481; ace64g-rr-20260505=1520206; pycsp3-extra-ortools-20260505=3172953; pycsp3-extra-ortools-1t-rerun1-20260505=3925164; pycsp3-extra-ortools-1t-verbose1-20260509=3925264
47,competition/2022-2025/COP22to25/AircraftLanding-table-airland11_c22.xml.lzma,minimize,incumbent_beats_optimum,optimum=38581903; 1d1a452a-direct-order=9612481; 1d1a452a-log-scop=12705255; a32997fd-direct-order=9612481; 31b6e7a3-scip-rerun1=7901563; 31b6e7a3-scip-log-scop-rerun2=12705255; 9c976720-scip-log-scop-dynamic=12705255; 9c976720-scip-direct-order-dynamic=7189852; bd3c9f7d-scip-direct-order-dynamic=9612481; bd3c9f7d-scip-log-scop-dynamic=12705255; 835f8aaf-scip-direct-order-dynamic=9612481; 835f8aaf-scip-log-scop-dynamic=11939749; 10c9c43b-dirty-log-scop-dadda-norootlp=14266382; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=13205876; a5249e5b-log-scop-autobdd-norootlp=13205876; f85951b8-log-scop-autobdd-norootlp=13205876; 1173b3f4-scip-direct-order-extge-eager-dynwatch=8832365; 1173b3f4-direct-order-extprop8196-s40-20260512=9612481; ace64g-rr-20260505=1342404; pycsp3-extra-ortools-20260505=4010249; pycsp3-extra-ortools-1t-rerun1-20260505=3294893; pycsp3-extra-ortools-1t-verbose1-20260509=3294893
51,competition/2022-2025/COP22to25/AlteredStates-03_c25.xml.lzma,maximize,unsat_with_value,"UNSAT from f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity; values from 1d1a452a-direct-order=35, 1d1a452a-log-scop=35, a32997fd-direct-order=35, 31b6e7a3-scip-rerun1=35, 31b6e7a3-scip-log-scop-rerun2=35, 9c976720-scip-log-scop-dynamic=35, 9c976720-scip-direct-order-dynamic=35, bd3c9f7d-scip-direct-order-dynamic=35"
52,competition/2022-2025/COP22to25/AlteredStates-04_c25.xml.lzma,maximize,optimal_mismatch,261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=13; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=33
53,competition/2022-2025/COP22to25/AlteredStates-05_c25.xml.lzma,maximize,incumbent_beats_optimum,optimum=26; 1d1a452a-direct-order=78; 1d1a452a-log-scop=60; a32997fd-direct-order=78; 31b6e7a3-scip-rerun1=78; 31b6e7a3-scip-log-scop-rerun2=60; 9c976720-scip-log-scop-dynamic=80; 9c976720-scip-direct-order-dynamic=76; bd3c9f7d-scip-direct-order-dynamic=71; bd3c9f7d-scip-log-scop-dynamic=66; aac6b714-scip-direct-order-dynamic=62; 835f8aaf-scip-direct-order-dynamic=65; 835f8aaf-scip-log-scop-dynamic=64; 10c9c43b-dirty-log-scop-dadda-norootlp=60; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=67; 1173b3f4-scip-direct-order-extge-eager-dynwatch=83; 1173b3f4-direct-order-extprop8196-s40-20260512=79; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=28; ace64g-rr-20260505=86; pycsp3-extra-ortools-20260505=81; pycsp3-extra-ortools-1t-rerun1-20260505=92; pycsp3-extra-ortools-1t-verbose1-20260509=92
54,competition/2022-2025/COP22to25/AlteredStates-06_c25.xml.lzma,maximize,optimal_mismatch,261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=46; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=41
55,competition/2022-2025/COP22to25/AlteredStates-08_c25.xml.lzma,maximize,optimal_mismatch,261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=46; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=76
56,competition/2022-2025/COP22to25/AlteredStates-10_c25.xml.lzma,maximize,optimal_mismatch,261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=28; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=163
57,competition/2022-2025/COP22to25/AlteredStates-12_c25.xml.lzma,maximize,optimal_mismatch,261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=53; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=195
58,competition/2022-2025/COP22to25/AlteredStates-15_c25.xml.lzma,maximize,optimal_mismatch,261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=28; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=216; ace64g-rr-20260505=412
59,competition/2022-2025/COP22to25/AlteredStates-bis-02_c25.xml.lzma,maximize,optimal_mismatch,10c9c43b-dirty-log-scop-dadda-norootlp=29145505; 1173b3f4-scip-direct-order-extge-eager-dynwatch=29145505; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=16828923; ace64g-rr-20260505=29145505; pycsp3-extra-ortools-20260505=29145505; pycsp3-extra-ortools-1t-rerun1-20260505=29145505; pycsp3-extra-ortools-1t-verbose1-20260509=29145505
61,competition/2022-2025/COP22to25/AlteredStates-bis-04_c25.xml.lzma,maximize,incumbent_beats_optimum,optimum=17405774; 1d1a452a-log-scop=23242733; 31b6e7a3-scip-log-scop-rerun2=17475570; 10c9c43b-dirty-log-scop-dadda-norootlp=98059579; 1173b3f4-scip-direct-order-extge-eager-dynwatch=188546404; ace64g-rr-20260505=179429556; pycsp3-extra-ortools-20260505=158283765; pycsp3-extra-ortools-1t-rerun1-20260505=174595288; pycsp3-extra-ortools-1t-verbose1-20260509=174595288
62,competition/2022-2025/COP22to25/AlteredStates-bis-05_c25.xml.lzma,maximize,incumbent_beats_optimum,optimum=14818927; 1d1a452a-log-scop=38434499; 9c976720-scip-log-scop-dynamic=17816807; 10c9c43b-dirty-log-scop-dadda-norootlp=111049731; 1173b3f4-scip-direct-order-extge-eager-dynwatch=226131641; ace64g-rr-20260505=224390101; pycsp3-extra-ortools-20260505=194615934; pycsp3-extra-ortools-1t-rerun1-20260505=209217002; pycsp3-extra-ortools-1t-verbose1-20260509=209217002
63,competition/2022-2025/COP22to25/AlteredStates-bis-06_c25.xml.lzma,maximize,incumbent_beats_optimum,optimum=35963500; 1d1a452a-log-scop=48026373; 10c9c43b-dirty-log-scop-dadda-norootlp=107155563; 1173b3f4-scip-direct-order-extge-eager-dynwatch=247557356; ace64g-rr-20260505=268601823; pycsp3-extra-ortools-20260505=207812637; pycsp3-extra-ortools-1t-rerun1-20260505=242242709; pycsp3-extra-ortools-1t-verbose1-20260509=242242709
64,competition/2022-2025/COP22to25/AlteredStates-bis-08_c25.xml.lzma,maximize,incumbent_beats_optimum,optimum=60141262; 1d1a452a-log-scop=136256173; 31b6e7a3-scip-log-scop-rerun2=136256173; 9c976720-scip-log-scop-dynamic=136256173; bd3c9f7d-scip-log-scop-dynamic=136256173; 835f8aaf-scip-log-scop-dynamic=65915877; a5249e5b-log-scop-autobdd-norootlp=130076561; f85951b8-log-scop-autobdd-norootlp=130076561; 1173b3f4-scip-direct-order-extge-eager-dynwatch=246633636; ace64g-rr-20260505=300108000; pycsp3-extra-ortools-20260505=272888755; pycsp3-extra-ortools-1t-rerun1-20260505=275976236; pycsp3-extra-ortools-1t-verbose1-20260509=275976236
65,competition/2022-2025/COP22to25/AlteredStates-bis-10_c25.xml.lzma,maximize,optimal_mismatch,261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=78543881; ace64g-rr-20260505=330759736
66,competition/2022-2025/COP22to25/AlteredStates-bis-12_c25.xml.lzma,maximize,optimal_mismatch,261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=110834975; ace64g-rr-20260505=330759736; pycsp3-extra-ortools-1t-rerun1-20260505=330759736; pycsp3-extra-ortools-1t-verbose1-20260509=330759736
67,competition/2022-2025/COP22to25/AlteredStates-bis-15_c25.xml.lzma,maximize,optimal_mismatch,261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=127413789; ace64g-rr-20260505=330759736; pycsp3-extra-ortools-20260505=330759736; pycsp3-extra-ortools-1t-rerun1-20260505=330759736; pycsp3-extra-ortools-1t-verbose1-20260509=330759736
68,competition/2022-2025/COP22to25/AztecDiamondSym-03_c24.xml.lzma,minimize,optimal_mismatch,1d1a452a-log-scop=69; a32997fd-direct-order=69; 31b6e7a3-scip-rerun1=69; 31b6e7a3-scip-log-scop-rerun2=69; 9c976720-scip-log-scop-dynamic=69; 9c976720-scip-direct-order-dynamic=69; bd3c9f7d-scip-direct-order-dynamic=69; bd3c9f7d-scip-log-scop-dynamic=69; aac6b714-scip-direct-order-dynamic=69; 835f8aaf-scip-direct-order-dynamic=69; 835f8aaf-scip-log-scop-dynamic=69; 10c9c43b-dirty-log-scop-dadda-norootlp=69; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=69; 1173b3f4-scip-direct-order-extge-eager-dynwatch=69; 1173b3f4-direct-order-extprop8196-s40-20260512=69; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=183; ace64g-rr-20260505=69; pycsp3-extra-ortools-20260505=69; pycsp3-extra-ortools-1t-rerun1-20260505=69; pycsp3-extra-ortools-1t-verbose1-20260509=69
69,competition/2022-2025/COP22to25/AztecDiamondSym-04_c24.xml.lzma,minimize,optimal_mismatch,f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=783; pycsp3-extra-ortools-20260505=341
70,competition/2022-2025/COP22to25/AztecDiamondSym-05_c24.xml.lzma,minimize,incumbent_beats_optimum,optimum=2283; 1d1a452a-log-scop=1581; a32997fd-direct-order=1516; 31b6e7a3-scip-rerun1=1877; 31b6e7a3-scip-log-scop-rerun2=1567; 9c976720-scip-log-scop-dynamic=1452; 9c976720-scip-direct-order-dynamic=1877; bd3c9f7d-scip-log-scop-dynamic=1522; aac6b714-scip-direct-order-dynamic=1301; 835f8aaf-scip-log-scop-dynamic=1495; 10c9c43b-dirty-log-scop-dadda-norootlp=1333; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=1457; 1173b3f4-scip-direct-order-extge-eager-dynwatch=1248; 1173b3f4-direct-order-extprop8196-s40-20260512=1532; ace64g-rr-20260505=1189; pycsp3-extra-ortools-20260505=1189; pycsp3-extra-ortools-1t-rerun1-20260505=1191; pycsp3-extra-ortools-1t-verbose1-20260509=1191
74,competition/2022-2025/COP22to25/AztecDiamondSym-09_c24.xml.lzma,minimize,incumbent_beats_optimum,optimum=63554; 10c9c43b-dirty-log-scop-dadda-norootlp=56812; 1173b3f4-scip-direct-order-extge-eager-dynwatch=57820; ace64g-rr-20260505=33509
79,competition/2022-2025/COP22to25/BeerJugs-dec-03_c23.xml.lzma,maximize,optimal_mismatch,72769ef1-guarded-basic-2m=37; 1d1a452a-direct-order=37; 1d1a452a-log-scop=37; a32997fd-direct-order=37; 31b6e7a3-scip-rerun1=37; 31b6e7a3-scip-log-scop-rerun2=37; 9c976720-scip-log-scop-dynamic=37; 9c976720-scip-direct-order-dynamic=37; bd3c9f7d-scip-direct-order-dynamic=37; bd3c9f7d-scip-log-scop-dynamic=37; aac6b714-scip-direct-order-dynamic=37; 835f8aaf-scip-direct-order-dynamic=37; 835f8aaf-scip-log-scop-dynamic=37; 10c9c43b-dirty-log-scop-dadda-norootlp=37; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=37; a5249e5b-log-scop-autobdd-norootlp=37; f85951b8-log-scop-autobdd-norootlp=37; 1173b3f4-scip-direct-order-extge-eager-dynwatch=37; 1173b3f4-direct-order-extprop8196-s40-20260512=37; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=37; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=35; ace64g-rr-20260505=37; pycsp3-extra-ortools-20260505=37; pycsp3-extra-ortools-1t-rerun1-20260505=37; pycsp3-extra-ortools-1t-verbose1-20260509=37
81,competition/2022-2025/COP22to25/BeerJugs-dec-06_c23.xml.lzma,maximize,optimal_mismatch,72769ef1-guarded-basic-2m=45; 1d1a452a-direct-order=45; 1d1a452a-log-scop=45; a32997fd-direct-order=45; 31b6e7a3-scip-rerun1=45; 31b6e7a3-scip-log-scop-rerun2=45; 9c976720-scip-log-scop-dynamic=45; 9c976720-scip-direct-order-dynamic=45; bd3c9f7d-scip-direct-order-dynamic=45; bd3c9f7d-scip-log-scop-dynamic=45; aac6b714-scip-direct-order-dynamic=45; 835f8aaf-scip-direct-order-dynamic=45; 835f8aaf-scip-log-scop-dynamic=45; 10c9c43b-dirty-log-scop-dadda-norootlp=45; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=45; a5249e5b-log-scop-autobdd-norootlp=45; f85951b8-log-scop-autobdd-norootlp=45; 1173b3f4-scip-direct-order-extge-eager-dynwatch=45; 1173b3f4-direct-order-extprop8196-s40-20260512=45; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=45; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=12; ace64g-rr-20260505=45; pycsp3-extra-ortools-20260505=45; pycsp3-extra-ortools-1t-rerun1-20260505=45; pycsp3-extra-ortools-1t-verbose1-20260509=45
85,competition/2022-2025/COP22to25/BeerJugs-dec-10_c23.xml.lzma,maximize,unsat_with_value,"UNSAT from f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity; values from 72769ef1-guarded-basic-2m=61, 1d1a452a-direct-order=61, 1d1a452a-log-scop=61, a32997fd-direct-order=61, 31b6e7a3-scip-rerun1=61, 31b6e7a3-scip-log-scop-rerun2=61, 9c976720-scip-log-scop-dynamic=61, 9c976720-scip-direct-order-dynamic=61"
87,competition/2022-2025/COP22to25/Benzenoide-07_c23.xml.lzma,minimize,optimal_mismatch,a32997fd-direct-order=87; 31b6e7a3-scip-log-scop-rerun2=87; 9c976720-scip-log-scop-dynamic=87; aac6b714-scip-direct-order-dynamic=87; 835f8aaf-scip-log-scop-dynamic=87; 10c9c43b-dirty-log-scop-dadda-norootlp=87; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=87; 1173b3f4-scip-direct-order-extge-eager-dynwatch=87; 1173b3f4-direct-order-extprop8196-s40-20260512=87; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=100; ace64g-rr-20260505=87
100,competition/2022-2025/COP22to25/BinPacking-n3c3w4a_c24.xml.lzma,minimize,incumbent_beats_optimum,optimum=100; 1d1a452a-log-scop=90; a32997fd-direct-order=90; 31b6e7a3-scip-rerun1=90; 31b6e7a3-scip-log-scop-rerun2=90; 9c976720-scip-log-scop-dynamic=90; 9c976720-scip-direct-order-dynamic=90; bd3c9f7d-scip-direct-order-dynamic=90; bd3c9f7d-scip-log-scop-dynamic=90; aac6b714-scip-direct-order-dynamic=90; 835f8aaf-scip-direct-order-dynamic=90; 835f8aaf-scip-log-scop-dynamic=90; 10c9c43b-dirty-log-scop-dadda-norootlp=90; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=90; a5249e5b-log-scop-autobdd-norootlp=90; f85951b8-log-scop-autobdd-norootlp=90; 1173b3f4-scip-direct-order-extge-eager-dynwatch=90; 1173b3f4-direct-order-extprop8196-s40-20260512=90; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=90; ace64g-rr-20260505=90; pycsp3-extra-ortools-20260505=90; pycsp3-extra-ortools-1t-rerun1-20260505=90; pycsp3-extra-ortools-1t-verbose1-20260509=90
103,competition/2022-2025/COP22to25/BinPacking-table-n3c3w2a_c24.xml.lzma,minimize,incumbent_beats_optimum,optimum=89; 1d1a452a-log-scop=85; a32997fd-direct-order=85; 31b6e7a3-scip-rerun1=85; 31b6e7a3-scip-log-scop-rerun2=85; 9c976720-scip-log-scop-dynamic=86; 9c976720-scip-direct-order-dynamic=86; bd3c9f7d-scip-direct-order-dynamic=85; bd3c9f7d-scip-log-scop-dynamic=85; aac6b714-scip-direct-order-dynamic=86; 835f8aaf-scip-direct-order-dynamic=86; 835f8aaf-scip-log-scop-dynamic=86; 10c9c43b-dirty-log-scop-dadda-norootlp=87; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=85; a5249e5b-log-scop-autobdd-norootlp=85; f85951b8-log-scop-autobdd-norootlp=85; 1173b3f4-scip-direct-order-extge-eager-dynwatch=86; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=85; ace64g-rr-20260505=85; pycsp3-extra-ortools-1t-rerun1-20260505=86; pycsp3-extra-ortools-1t-verbose1-20260509=88
104,competition/2022-2025/COP22to25/BinPacking-table-n3c3w4a_c24.xml.lzma,minimize,incumbent_beats_optimum,optimum=97; 1d1a452a-log-scop=90; a32997fd-direct-order=90; 31b6e7a3-scip-rerun1=90; 31b6e7a3-scip-log-scop-rerun2=90; 9c976720-scip-log-scop-dynamic=90; 9c976720-scip-direct-order-dynamic=90; bd3c9f7d-scip-direct-order-dynamic=90; bd3c9f7d-scip-log-scop-dynamic=90; aac6b714-scip-direct-order-dynamic=90; 835f8aaf-scip-direct-order-dynamic=90; 835f8aaf-scip-log-scop-dynamic=90; 10c9c43b-dirty-log-scop-dadda-norootlp=90; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=90; a5249e5b-log-scop-autobdd-norootlp=90; f85951b8-log-scop-autobdd-norootlp=90; 1173b3f4-scip-direct-order-extge-eager-dynwatch=90; 1173b3f4-direct-order-extprop8196-s40-20260512=90; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=90; ace64g-rr-20260505=90; pycsp3-extra-ortools-20260505=90; pycsp3-extra-ortools-1t-rerun1-20260505=90; pycsp3-extra-ortools-1t-verbose1-20260509=90
105,competition/2022-2025/COP22to25/BinPacking2-n1c1w1a_c24.xml.lzma,minimize,optimal_mismatch,a32997fd-direct-order=25; 31b6e7a3-scip-rerun1=25; 31b6e7a3-scip-log-scop-rerun2=25; 9c976720-scip-log-scop-dynamic=25; 9c976720-scip-direct-order-dynamic=25; bd3c9f7d-scip-direct-order-dynamic=25; bd3c9f7d-scip-log-scop-dynamic=25; aac6b714-scip-direct-order-dynamic=25; 835f8aaf-scip-direct-order-dynamic=25; 835f8aaf-scip-log-scop-dynamic=25; 10c9c43b-dirty-log-scop-dadda-norootlp=25; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=25; 1173b3f4-scip-direct-order-extge-eager-dynwatch=25; 1173b3f4-direct-order-extprop8196-s40-20260512=25; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=25; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=27; ace64g-rr-20260505=25; pycsp3-extra-ortools-20260505=25; pycsp3-extra-ortools-1t-rerun1-20260505=25; pycsp3-extra-ortools-1t-verbose1-20260509=25
107,competition/2022-2025/COP22to25/BinPacking2-n3c3w1a_c24.xml.lzma,minimize,optimal_mismatch,31b6e7a3-scip-log-scop-rerun2=66; 9c976720-scip-log-scop-dynamic=66; bd3c9f7d-scip-log-scop-dynamic=66; 835f8aaf-scip-log-scop-dynamic=66; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=68; ace64g-rr-20260505=66; pycsp3-extra-ortools-20260505=66; pycsp3-extra-ortools-1t-rerun1-20260505=66; pycsp3-extra-ortools-1t-verbose1-20260509=66
127,competition/2022-2025/COP22to25/BusScheduling-c1_c25.xml.lzma,minimize,optimal_mismatch,261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=30; f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=30; pycsp3-extra-ortools-20260505=26
131,competition/2022-2025/COP22to25/BusScheduling-r1a_c25.xml.lzma,minimize,optimal_mismatch,f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=18; pycsp3-extra-ortools-20260505=11
132,competition/2022-2025/COP22to25/BusScheduling-r2_c25.xml.lzma,minimize,optimal_mismatch,f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=18; pycsp3-extra-ortools-20260505=14
135,competition/2022-2025/COP22to25/BusScheduling-r5_c25.xml.lzma,minimize,optimal_mismatch,f85951b8-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=30; pycsp3-extra-ortools-20260505=29
160,competition/2022-2025/COP22to25/Cargo-01-0s-1913_c24.xml.lzma,minimize,optimal_mismatch,31b6e7a3-scip-log-scop-rerun2=0; 9c976720-scip-log-scop-dynamic=0; bd3c9f7d-scip-log-scop-dynamic=0; 835f8aaf-scip-log-scop-dynamic=0; 10c9c43b-dirty-log-scop-autobdd-norootlp-rerun1=0; a5249e5b-log-scop-autobdd-norootlp=0; f85951b8-log-scop-autobdd-norootlp=0; 261d4b72-direct-order-extprop8196-s40-extobj-norootlp-nomaxarity=26586; ace64g-rr-20260505=0; pycsp3-extra-ortools-20260505=0; pycsp3-extra-ortools-1t-rerun1-20260505=0; pycsp3-extra-ortools-1t-verbose1-20260509=0
